,booking_request_id,to_state,ending_stage,country,city,city_ok,capital,portfolio_type,floor_size_cat,price_category,time_booked,time_create_booking,after_creation,times_booked_cat
4819,165387.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,50k_100k,6.0,1.111111111111111e-06,less_10s,5_7
4821,113958.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,60_80,100k_200k,14.0,15.03550099537037,sup_15j,10_15
4822,113959.0,submitted / declined,declined,GB,London,london,1.0,8.0,80_100,200k_500k,14.0,15.035544375,sup_15j,10_15
4823,111554.0,declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,14.0,5.059115532407407,3j_15j,10_15
4824,113974.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,14.0,15.057948541666667,sup_15j,10_15
4825,113961.0,submitted / matched / declined / matched / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,14.0,15.035424872685185,sup_15j,10_15
4826,113960.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,14.0,15.035459930555556,sup_15j,10_15
4827,111556.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,14.0,5.059999814814815,3j_15j,10_15
4828,111553.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,14.0,5.059877592592593,3j_15j,10_15
4829,111555.0,declined,declined,GB,London,london,1.0,3.0,80_100,200k_500k,14.0,5.05797230324074,3j_15j,10_15
4830,161151.0,declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,29.0,264.15491519675925,sup_15j,15_30
4831,161150.0,declined,declined,GB,London ,london,1.0,3.0,80_100,500k_1millions,13.0,264.15498908564814,sup_15j,10_15
4832,156086.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,5.0,0.009452395833333333,10s_1h,5_7
4833,156262.0,submitted / matched / declined,declined,GB,Shoreditch,shoreditch,0.0,8.0,40_60,100k_200k,4.0,0.8955490162037038,1h_1j,3_5
4834,156088.0,submitted / declined,declined,GB,London,london,1.0,8.0,inf_20,100k_200k,4.0,0.011166840277777777,10s_1h,3_5
4835,156082.0,submitted / declined,declined,GB,London,london,1.0,8.0,80_100,100k_200k,4.0,7.638888888888889e-07,less_10s,3_5
4836,156263.0,submitted / declined,declined,GB,London,london,1.0,7.0,80_100,100k_200k,6.0,0.8974025810185186,1h_1j,5_7
4838,113547.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,7.0,1.6898148148148148e-06,less_10s,7_10
4839,116353.0,submitted / matched / booked,booked,GB,London,london,1.0,5.0,inf_20,inf_10k,13.0,2.673611111111111e-06,less_10s,10_15
4840,117616.0,submitted / declined,declined,US,New York,new york,1.0,6.0,40_60,500k_1millions,14.0,1.400462962962963e-06,less_10s,10_15
4841,143608.0,submitted / declined,declined,US,New York,new york,1.0,7.0,60_80,100k_200k,2.0,2.800925925925926e-06,less_10s,inf_3
4842,143607.0,submitted / matched / declined,declined,US,New York,new york,1.0,8.0,sup_200,100k_200k,2.0,2.1180555555555557e-06,less_10s,inf_3
4843,143609.0,submitted / declined,declined,US,Brooklyn,brooklyn,0.0,3.0,80_100,100k_200k,2.0,3.4837962962962965e-06,less_10s,inf_3
4844,143606.0,submitted / declined,declined,US,Long Island City,long island city,0.0,8.0,100_200,100k_200k,2.0,1.2847222222222222e-06,less_10s,inf_3
4845,143610.0,submitted / declined,declined,US,New York,new york,1.0,8.0,100_200,100k_200k,2.0,4.236111111111111e-06,less_10s,inf_3
4846,117601.0,submitted / declined,declined,GB,Glasgow,glasgow,0.0,6.0,60_80,100k_200k,6.0,1.6666666666666667e-06,less_10s,5_7
4848,124151.0,declined,declined,GB,London,london,1.0,8.0,100_200,sup_5millions,84.0,13.832616585648148,3j_15j,sup_30
4849,124152.0,declined,declined,GB,London,london,1.0,3.0,100_200,sup_5millions,84.0,13.832291724537036,3j_15j,sup_30
4850,124153.0,declined,declined,GB,London,london,1.0,8.0,80_100,sup_5millions,84.0,13.832859421296297,3j_15j,sup_30
4851,181151.0,submitted / declined,declined,FR,Marseille,marseille,0.0,6.0,inf_20,100k_200k,30.0,2.0717592592592593e-06,less_10s,15_30
4852,155568.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,sup_200,sup_5millions,7.0,8.002950844907408,3j_15j,7_10
4853,154256.0,submitted / declined / submitted / declined,declined,US,New York ,new york,1.0,3.0,sup_200,sup_5millions,7.0,0.007956493055555555,10s_1h,7_10
4854,154247.0,submitted / declined,declined,US,New York ,new york,1.0,8.0,sup_200,sup_5millions,7.0,7.75462962962963e-07,less_10s,7_10
4855,179685.0,submitted / declined,declined,US,New York ,new york,1.0,8.0,sup_200,sup_5millions,8.0,112.25536424768518,sup_15j,7_10
4856,150556.0,submitted / declined,declined,GB,London,london,1.0,0.0,20_40,100k_200k,2.0,0.5683411226851852,1h_1j,inf_3
4857,150559.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,500k_1millions,2.0,0.5684075694444445,1h_1j,inf_3
4858,150382.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,2.0,2.8819444444444443e-06,less_10s,inf_3
4859,150558.0,declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,2.0,8.2296615625,3j_15j,inf_3
4860,150557.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,2.0,8.229713344907408,3j_15j,inf_3
4861,149565.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,9.0,1.0069444444444445e-06,less_10s,7_10
4862,155451.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,5.474537037037037e-06,less_10s,5_7
4863,155448.0,submitted / submitted / declined,declined,FR,Paris,paris,1.0,8.0,80_100,100k_200k,6.0,2.8935185185185184e-06,less_10s,5_7
4864,155450.0,submitted / submitted / matched / booked,booked,FR,Paris,paris,1.0,3.0,20_40,100k_200k,6.0,4.537037037037037e-06,less_10s,5_7
4865,155449.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,6.0,3.726851851851852e-06,less_10s,5_7
4866,155452.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,6.0,6.319444444444445e-06,less_10s,5_7
4867,155446.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,4.0,1.0532407407407408e-06,less_10s,3_5
4868,155447.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,4.0,2.013888888888889e-06,less_10s,3_5
4869,180327.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,41.0,11.957566932870371,3j_15j,sup_30
4871,129130.0,submitted / declined,declined,GB,London,london,1.0,8.0,80_100,100k_200k,1.0,7.870370370370371e-07,less_10s,inf_3
4872,145223.0,declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,92.0,57.93532611111111,sup_15j,sup_30
4873,145201.0,declined,declined,GB,London,london,1.0,8.0,60_80,1_5millions,91.0,85.78278326388889,sup_15j,sup_30
4874,145202.0,declined,declined,GB,London ,london,1.0,1.0,60_80,1_5millions,91.0,57.93540837962963,sup_15j,sup_30
4875,145200.0,declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,91.0,85.78292127314815,sup_15j,sup_30
4876,145224.0,declined,declined,GB,London ,london,1.0,1.0,40_60,1_5millions,91.0,85.78265106481481,sup_15j,sup_30
4877,111226.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,361.0,1.4120370370370371e-06,less_10s,sup_30
4879,113798.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,50k_100k,7.0,1.3541666666666667e-06,less_10s,7_10
4880,178355.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,50k_100k,6.0,323.07610108796297,sup_15j,5_7
4881,116587.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,100k_200k,7.0,18.893695266203704,sup_15j,7_10
4882,174836.0,submitted / declined,declined,GB, London ,london,1.0,8.0,20_40,50k_100k,1.0,1.701388888888889e-06,less_10s,inf_3
4883,139370.0,submitted / declined,declined,GB,LONDON,london,1.0,5.0,inf_20,10k_50k,30.0,0.03439856481481481,10s_1h,15_30
4884,139366.0,submitted / declined,declined,GB,London,london,1.0,5.0,inf_20,10k_50k,30.0,1.076388888888889e-06,less_10s,15_30
4885,126516.0,submitted / matched / declined,declined,GB,London,london,1.0,2.0,40_60,200k_500k,13.0,0.7125757175925926,1h_1j,10_15
4886,126515.0,submitted / matched,matched,GB,London,london,1.0,2.0,inf_20,100k_200k,7.0,0.7125510763888889,1h_1j,7_10
4887,126514.0,submitted / declined,declined,GB,London,london,1.0,8.0,20_40,50k_100k,5.0,0.7056554976851852,1h_1j,5_7
4888,126518.0,submitted / declined,declined,GB,London,london,1.0,8.0,40_60,100k_200k,5.0,0.707723738425926,1h_1j,5_7
4889,126517.0,declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,29.0,0.7034131712962963,1h_1j,15_30
4890,126513.0,submitted / matched / booked,booked,GB,London ,london,1.0,8.0,20_40,100k_200k,13.0,0.7064819791666667,1h_1j,10_15
4891,126609.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,6.0,0.7125139814814815,1h_1j,5_7
4892,133263.0,submitted,submitted,US,New York,new york,1.0,3.0,sup_200,1_5millions,6.0,1.0069444444444445e-06,less_10s,5_7
4893,133265.0,submitted,submitted,US,New York,new york,1.0,3.0,sup_200,1_5millions,6.0,0.005081481481481481,10s_1h,5_7
4894,134753.0,submitted / declined,declined,US,New York,new york,1.0,3.0,sup_200,1_5millions,29.0,7.970985868055555,3j_15j,15_30
4895,134808.0,submitted / declined,declined,US,New York,new york,1.0,3.0,sup_200,200k_500k,6.0,8.170406967592593,3j_15j,5_7
4896,134212.0,submitted / matched / declined,declined,US,NYC,new york,1.0,3.0,sup_200,1_5millions,6.0,5.897012465277777,3j_15j,5_7
4897,135128.0,submitted / declined / submitted / matched / declined,declined,US,New York,new york,1.0,7.0,sup_200,1_5millions,6.0,11.962944224537036,3j_15j,5_7
4898,153695.0,submitted / declined,declined,US,New York,new york,1.0,1.0,80_100,1_5millions,29.0,9.027777777777778e-07,less_10s,15_30
4900,142646.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,500k_1millions,196.0,7.986111111111111e-07,less_10s,sup_30
4901,139226.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,3.0,1.1689814814814815e-06,less_10s,3_5
4902,139229.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,3.0,0.0008811342592592592,10s_1h,3_5
4903,119119.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,1.0,1.3194444444444444e-06,less_10s,inf_3
4904,142635.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,13.0,118.95363299768519,sup_15j,10_15
4905,142634.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,11.0,118.9517041550926,sup_15j,10_15
4906,149347.0,submitted / declined,declined,GB,London,london,1.0,6.0,60_80,1_5millions,204.0,1.0532407407407408e-06,less_10s,sup_30
4907,149352.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,211.0,5.0578703703703704e-06,less_10s,sup_30
4908,149353.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,500k_1millions,91.0,5.833333333333333e-06,less_10s,sup_30
4909,149348.0,submitted / declined,declined,GB,London,london,1.0,6.0,20_40,1_5millions,235.0,1.875e-06,less_10s,sup_30
4910,149351.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,211.0,4.270833333333333e-06,less_10s,sup_30
4911,149350.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,204.0,3.4722222222222224e-06,less_10s,sup_30
4912,150369.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,1_5millions,182.0,6.129939756944444,3j_15j,sup_30
4913,150372.0,submitted / submitted,submitted,GB,London,london,1.0,3.0,40_60,1_5millions,364.0,6.144604606481481,3j_15j,sup_30
4914,149349.0,submitted,submitted,GB,London,london,1.0,8.0,inf_20,1_5millions,235.0,2.685185185185185e-06,less_10s,sup_30
4915,150373.0,submitted / submitted,submitted,GB,London,london,1.0,3.0,20_40,1_5millions,364.0,6.145842106481481,3j_15j,sup_30
4916,150368.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,1_5millions,182.0,6.118673460648148,3j_15j,sup_30
4917,150371.0,submitted / submitted,submitted,GB,London,london,1.0,5.0,20_40,1_5millions,364.0,6.141886469907408,3j_15j,sup_30
4918,140632.0,submitted / matched / declined,declined,GB,Richmond,richmond,0.0,7.0,inf_20,10k_50k,8.0,1.1275112037037036,1j_3j,7_10
4919,140631.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,7.0,1.1275106134259258,1j_3j,7_10
4920,160537.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,sup_5millions,1096.0,1.388888888888889e-06,less_10s,sup_30
4921,160538.0,submitted / declined,declined,GB,London,london,1.0,8.0,20_40,1_5millions,666.0,2.453703703703704e-06,less_10s,sup_30
4923,127841.0,submitted / declined,declined,GB,Newcastle,newcastle,0.0,7.0,inf_20,10k_50k,6.0,6.828703703703704e-07,less_10s,5_7
4924,113372.0,declined,declined,FR,Paris,paris,1.0,8.0,60_80,1_5millions,54.0,14.008321875,3j_15j,sup_30
4925,113371.0,declined,declined,FR,Paris,paris,1.0,3.0,60_80,1_5millions,56.0,14.008403530092593,3j_15j,sup_30
4926,113373.0,declined,declined,FR,Paris,paris,1.0,3.0,20_40,1_5millions,58.0,14.008184421296296,3j_15j,sup_30
4927,139280.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,100k_200k,50.0,1.2152777777777778e-06,less_10s,sup_30
4928,126819.0,submitted / declined / submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,100k_200k,60.0,9.259259259259259e-07,less_10s,sup_30
4929,177533.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,80_100,200k_500k,3.0,0.048877164351851854,1h_1j,3_5
4930,180161.0,declined,declined,FR,Paris,paris,1.0,8.0,80_100,200k_500k,3.0,17.17314148148148,sup_15j,3_5
4931,123032.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,0.0,inf_20,100k_200k,13.0,2.6756314351851853,1j_3j,10_15
4932,147802.0,declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,4.0,0.12873563657407408,1h_1j,3_5
4935,167801.0,submitted / matched / booked,booked,GB,Manchester,manchester,0.0,4.0,inf_20,10k_50k,4.0,9.659641215277778,3j_15j,3_5
4938,137971.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,500k_1millions,107.0,7.407407407407407e-07,less_10s,sup_30
4939,114858.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,1.423611111111111e-06,less_10s,10_15
4940,127312.0,submitted / matched / declined / matched / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,6.0,3.160525729166667,3j_15j,5_7
4941,161673.0,submitted / matched / booked,booked,GB,London,london,1.0,4.0,inf_20,10k_50k,2.0,112.13363591435186,sup_15j,inf_3
4942,115631.0,submitted / declined,declined,FR,Paris,paris,1.0,5.0,20_40,10k_50k,2.0,4.2377276041666665,3j_15j,inf_3
4943,115632.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,20_40,50k_100k,2.0,39.94099439814815,sup_15j,inf_3
4944,122711.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,50k_100k,3.0,39.94028685185185,sup_15j,3_5
4945,115630.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,4.236514166666667,3j_15j,inf_3
4946,122745.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,50k_100k,3.0,39.96283716435185,sup_15j,3_5
4947,115172.0,submitted / declined / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,1.0,1.3773148148148149e-06,less_10s,inf_3
4948,115173.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,inf_20,10k_50k,1.0,0.006676041666666667,10s_1h,inf_3
4949,122724.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,500k_1millions,29.0,39.95110002314815,sup_15j,15_30
4950,122714.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,39.943699074074075,sup_15j,inf_3
4951,122733.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,3.0,39.95665207175926,sup_15j,3_5
4952,122741.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,500k_1millions,61.0,39.95901181712963,sup_15j,sup_30
4953,130741.0,declined,declined,GB,London,london,1.0,2.0,40_60,100k_200k,6.0,54.28080134259259,sup_15j,5_7
4954,153556.0,submitted / matched / declined,declined,GB,London,london,1.0,1.0,inf_20,500k_1millions,180.0,8.564814814814815e-07,less_10s,sup_30
4955,156623.0,submitted / matched / booked,booked,GB,London,london,1.0,1.0,inf_20,1_5millions,180.0,18.959821793981483,sup_15j,sup_30
4958,157505.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,29.0,0.09658744212962964,1h_1j,15_30
4959,157504.0,declined,declined,US,New York,new york,1.0,3.0,sup_200,1_5millions,14.0,4.8727471527777775,3j_15j,10_15
4961,116908.0,submitted / submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,1_5millions,29.0,2.685185185185185e-06,less_10s,15_30
4962,116907.0,submitted / submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,1_5millions,28.0,1.6666666666666667e-06,less_10s,15_30
4963,116909.0,submitted / submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,1_5millions,29.0,3.587962962962963e-06,less_10s,15_30
4964,179167.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,100_200,sup_5millions,8.0,6.215277777777778e-06,less_10s,7_10
4965,179164.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,8.0,2.7083333333333334e-06,less_10s,7_10
4966,179166.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,8.0,5.636574074074074e-06,less_10s,7_10
4967,179168.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,7.0,0.0034873263888888888,10s_1h,7_10
4968,179165.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,8.0,3.8078703703703705e-06,less_10s,7_10
4969,179170.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,22.0,0.004480752314814815,10s_1h,15_30
4970,157474.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,20_40,1_5millions,5.0,8.935185185185185e-06,less_10s,5_7
4971,157766.0,submitted / declined / matched / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,4.0,0.9724053935185185,1h_1j,3_5
4972,157767.0,declined,declined,GB,London,london,1.0,2.0,40_60,100k_200k,7.0,11.728770347222222,3j_15j,7_10
4973,157479.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,6.0,1.3252314814814814e-05,less_10s,5_7
4974,157768.0,declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,4.0,11.72866857638889,3j_15j,3_5
4975,157470.0,submitted / declined,declined,GB,London,london,1.0,0.0,100_200,1_5millions,5.0,5.868055555555556e-06,less_10s,5_7
4976,157477.0,submitted / declined,declined,GB,Old Street,old street,0.0,8.0,sup_200,1_5millions,4.0,1.1226851851851852e-05,less_10s,3_5
4977,157469.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,sup_5millions,7.0,5.081018518518519e-06,less_10s,7_10
4978,157476.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,5.0,1.0462962962962963e-05,less_10s,5_7
4979,157468.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,7.0,4.293981481481481e-06,less_10s,7_10
4980,157475.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,200k_500k,10.0,9.6875e-06,less_10s,10_15
4981,157473.0,submitted / declined,declined,GB,London,london,1.0,7.0,80_100,200k_500k,7.0,8.182870370370371e-06,less_10s,7_10
4982,157466.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,7.0,2.662037037037037e-06,less_10s,7_10
4983,157467.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,7.0,3.4837962962962965e-06,less_10s,7_10
4984,157478.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,1.2476851851851852e-05,less_10s,5_7
4985,157472.0,submitted / declined,declined,GB,London,london,1.0,7.0,sup_200,200k_500k,7.0,7.418981481481481e-06,less_10s,7_10
4986,157471.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,200k_500k,7.0,6.655092592592593e-06,less_10s,7_10
