,booking_request_id,to_state,ending_stage,country,city,city_ok,capital,portfolio_type,floor_size_cat,price_category,time_booked,time_create_booking,after_creation,times_booked_cat
4577,173921.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,200k_500k,5.0,0.0029970949074074075,10s_1h,5_7
4578,173922.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,5.0,0.003540150462962963,10s_1h,5_7
4579,173919.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,5.0,0.0015222453703703704,10s_1h,5_7
4580,173918.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,60_80,200k_500k,5.0,2.013888888888889e-06,less_10s,5_7
4581,126054.0,submitted / matched / declined,declined,GB,London,london,1.0,6.0,20_40,500k_1millions,91.0,8.970718680555555,3j_15j,sup_30
4582,123292.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,inf_20,1_5millions,364.0,1.1937384027777778,1j_3j,sup_30
4584,147087.0,submitted,submitted,GB,Birmingham,birmingham,0.0,6.0,inf_20,1_5millions,113.0,45.425579097222226,sup_15j,sup_30
4585,145537.0,submitted / matched / booked,booked,US,Brooklyn,brooklyn,0.0,4.0,inf_20,10k_50k,1.0,0.0003845601851851852,10s_1h,inf_3
4586,126719.0,submitted / matched / declined / matched / declined,declined,US,Brooklyn,brooklyn,0.0,1.0,80_100,100k_200k,1.0,8.796296296296296e-07,less_10s,inf_3
4587,128240.0,submitted / declined / matched / booked,booked,US,Brooklyn,brooklyn,0.0,1.0,80_100,100k_200k,1.0,11.030984988425926,3j_15j,inf_3
4589,131159.0,submitted,submitted,US,New York,new york,1.0,3.0,100_200,500k_1millions,6.0,3.871136898148148,3j_15j,5_7
4590,131162.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,500k_1millions,6.0,3.8717161226851853,3j_15j,5_7
4591,131155.0,submitted / declined,declined,US,New York,new york,1.0,3.0,60_80,500k_1millions,6.0,3.865103599537037,3j_15j,5_7
4592,131149.0,submitted / matched / declined,declined,US,New York,new york,1.0,8.0,100_200,500k_1millions,6.0,3.850509108796296,3j_15j,5_7
4593,131183.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,100k_200k,6.0,3.928607291666667,3j_15j,5_7
4594,131170.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,200k_500k,5.0,3.8921719560185184,3j_15j,5_7
4595,131153.0,submitted / declined,declined,US,New York,new york,1.0,6.0,100_200,500k_1millions,6.0,3.8596097685185184,3j_15j,5_7
4596,130653.0,submitted / declined,declined,US,New York,new york,1.0,1.0,80_100,200k_500k,6.0,0.04593025462962963,1h_1j,5_7
4597,131167.0,submitted,submitted,US,New York,new york,1.0,3.0,60_80,200k_500k,6.0,3.8758596412037036,3j_15j,5_7
4598,130648.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,40_60,100k_200k,6.0,0.027203564814814816,10s_1h,5_7
4599,131168.0,submitted / declined,declined,US,New York ,new york,1.0,3.0,60_80,500k_1millions,6.0,3.8763400347222223,3j_15j,5_7
4600,130652.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,500k_1millions,6.0,0.03910449074074074,10s_1h,5_7
4601,131179.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,80_100,100k_200k,6.0,3.9128376041666666,3j_15j,5_7
4602,131160.0,submitted / declined,declined,US,New York,new york,1.0,7.0,100_200,500k_1millions,6.0,3.871137789351852,3j_15j,5_7
4603,131174.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,200k_500k,6.0,3.896531736111111,3j_15j,5_7
4604,130649.0,submitted / declined,declined,US,New York,new york,1.0,8.0,40_60,200k_500k,5.0,0.028180011574074074,10s_1h,5_7
4605,130647.0,submitted / declined / submitted / matched / declined,declined,US,New York,new york,1.0,3.0,60_80,200k_500k,6.0,0.025526712962962963,10s_1h,5_7
4606,130645.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,500k_1millions,6.0,0.021820497685185184,10s_1h,5_7
4607,131171.0,submitted / declined,declined,US,New York,new york,1.0,3.0,60_80,200k_500k,6.0,3.894430520833333,3j_15j,5_7
4608,130650.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,200k_500k,6.0,0.03111275462962963,10s_1h,5_7
4609,131156.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,200k_500k,6.0,3.8661759606481483,3j_15j,5_7
4610,131173.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,200k_500k,6.0,3.8957274305555556,3j_15j,5_7
4611,130641.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,200k_500k,5.0,0.0150096875,10s_1h,5_7
4612,131148.0,submitted,submitted,US,New York,new york,1.0,8.0,sup_200,200k_500k,5.0,3.8493351273148146,3j_15j,5_7
4613,130639.0,submitted / declined,declined,US,New York,new york,1.0,3.0,60_80,100k_200k,5.0,0.008929143518518519,10s_1h,5_7
4614,131147.0,submitted / declined,declined,US,New York,new york,1.0,8.0,80_100,500k_1millions,6.0,3.8482169791666667,3j_15j,5_7
4615,131176.0,submitted / declined,declined,US,Brooklyn,brooklyn,0.0,8.0,80_100,100k_200k,5.0,3.8994864583333335,3j_15j,5_7
4616,130635.0,submitted / declined,declined,US,New York,new york,1.0,5.0,sup_200,500k_1millions,5.0,1.0532407407407408e-06,less_10s,5_7
4617,146217.0,declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,6.0,55.81100282407407,sup_15j,5_7
4618,126679.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,2.0,7.523148148148148e-07,less_10s,inf_3
4619,126214.0,submitted / declined,declined,GB,Kent,kent,0.0,6.0,80_100,1_5millions,42.0,9.7677884375,3j_15j,sup_30
4620,133942.0,declined,declined,GB,Birmingham,birmingham,0.0,6.0,60_80,100k_200k,7.0,29.981380439814814,sup_15j,7_10
4621,139665.0,submitted / matched / declined,declined,GB,Birmingham,birmingham,0.0,6.0,20_40,500k_1millions,42.0,29.98307951388889,sup_15j,sup_30
4622,134120.0,submitted / declined,declined,GB,Birmingham,birmingham,0.0,6.0,60_80,1_5millions,41.0,1.0979705671296296,1j_3j,sup_30
4623,134121.0,declined,declined,GB,Birmingham,birmingham,0.0,6.0,80_100,1_5millions,41.0,3.022542523148148,3j_15j,sup_30
4624,142875.0,submitted / matched / booked,booked,GB,Birmingham,birmingham,0.0,6.0,100_200,100k_200k,9.0,50.10212113425926,sup_15j,7_10
4629,114759.0,submitted / declined,declined,US,new york,new york,1.0,3.0,sup_200,1_5millions,7.0,16.206015104166667,sup_15j,7_10
4631,112160.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,sup_200,200k_500k,1.0,1.1249799652777779,1j_3j,inf_3
4635,153377.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,4.0,inf_20,10k_50k,1.0,1.0416666666666667e-06,less_10s,inf_3
4639,182197.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,10k_50k,6.0,2.847222222222222e-06,less_10s,5_7
4640,154239.0,submitted / submitted / declined,declined,US,New York,new york,1.0,3.0,sup_200,1_5millions,95.0,0.0014489583333333333,10s_1h,sup_30
4647,158008.0,submitted / declined,declined,GB,London,london,1.0,2.0,40_60,1_5millions,50.0,3.190286736111111,3j_15j,sup_30
4648,158010.0,submitted / declined,declined,GB,London,london,1.0,2.0,40_60,500k_1millions,22.0,3.1942124884259258,3j_15j,15_30
4649,159106.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,60.0,8.431465636574075,3j_15j,sup_30
4650,158814.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,500k_1millions,25.0,7.082446064814815,3j_15j,15_30
4651,157181.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,29.0,0.26382666666666665,1h_1j,15_30
4652,157976.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,1_5millions,26.0,3.1766301041666667,3j_15j,15_30
4653,156841.0,submitted / declined,declined,GB,London ,london,1.0,3.0,80_100,1_5millions,29.0,1.1226851851851851e-06,less_10s,15_30
4654,138666.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,12.0,8.449074074074074e-07,less_10s,10_15
4655,120955.0,submitted / declined,declined,GB,Marlow,marlow,0.0,3.0,20_40,10k_50k,2.0,7.291666666666666e-07,less_10s,inf_3
4656,126972.0,submitted / matched / declined,declined,GB,London,london,1.0,2.0,inf_20,100k_200k,13.0,13.795497199074074,3j_15j,10_15
4657,150186.0,submitted / declined,declined,GB,London,london,1.0,0.0,inf_20,200k_500k,27.0,9.837962962962963e-07,less_10s,15_30
4658,150393.0,submitted,submitted,GB,London,london,1.0,0.0,inf_20,100k_200k,20.0,3.0149236921296296,3j_15j,15_30
4660,116099.0,submitted / declined,declined,FR,Lyon,lyon,0.0,8.0,sup_200,200k_500k,2.0,0.004528460648148148,10s_1h,inf_3
4661,116829.0,submitted / declined,declined,FR,Lyon,lyon,0.0,8.0,sup_200,100k_200k,1.0,4.927805972222222,3j_15j,inf_3
4662,116188.0,declined,declined,FR,Lyon,lyon,0.0,8.0,sup_200,500k_1millions,2.0,0.7659896064814815,1h_1j,inf_3
4663,116189.0,submitted / matched / declined,declined,FR,Bordeaux,bordeaux,0.0,8.0,sup_200,1_5millions,2.0,0.7658879398148148,1h_1j,inf_3
4664,166113.0,submitted / declined,declined,GB,Liverpool,liverpool,0.0,0.0,inf_20,100k_200k,21.0,18.026636597222222,sup_15j,15_30
4665,166115.0,submitted / declined,declined,GB,Liverpool,liverpool,0.0,0.0,inf_20,100k_200k,20.0,18.040898622685184,sup_15j,15_30
4666,163482.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,200k_500k,29.0,8.114170752314815,3j_15j,15_30
4667,161385.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,50k_100k,8.0,9.490740740740741e-07,less_10s,7_10
4668,131832.0,declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,29.0,107.01889568287037,sup_15j,15_30
4669,132989.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,29.0,107.01915246527778,sup_15j,15_30
4670,136128.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,100_200,1_5millions,29.0,80.09636642361112,sup_15j,15_30
4671,140416.0,declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,29.0,107.01757472222222,sup_15j,15_30
4672,119953.0,declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,90.0,21.104695752314814,sup_15j,sup_30
4673,140420.0,declined,declined,GB,London,london,1.0,3.0,80_100,500k_1millions,29.0,107.01699905092593,sup_15j,15_30
4674,119952.0,declined,declined,GB,London,london,1.0,3.0,40_60,sup_5millions,60.0,21.104771759259258,sup_15j,sup_30
4675,136127.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,29.0,80.09641657407407,sup_15j,15_30
4676,136067.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,29.0,80.0475228125,sup_15j,15_30
4677,141848.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,30.0,113.97769001157407,sup_15j,15_30
4678,131793.0,submitted / declined,declined,GB,London ,london,1.0,3.0,100_200,1_5millions,29.0,107.0198500462963,sup_15j,15_30
4679,142052.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,80_100,1_5millions,26.0,113.15366199074074,sup_15j,15_30
4680,125487.0,declined,declined,GB,London ,london,1.0,3.0,60_80,1_5millions,60.0,106.17149836805555,sup_15j,sup_30
4681,137183.0,submitted,submitted,GB,London,london,1.0,3.0,60_80,500k_1millions,29.0,107.01798578703703,sup_15j,15_30
4682,140419.0,submitted,submitted,GB,London,london,1.0,3.0,20_40,500k_1millions,29.0,107.01687471064815,sup_15j,15_30
4683,140417.0,declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,29.0,107.01907900462963,sup_15j,15_30
4684,140418.0,declined,declined,GB,London,london,1.0,3.0,inf_20,200k_500k,29.0,107.0172559375,sup_15j,15_30
4685,143761.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,30.0,124.89920355324074,sup_15j,15_30
4686,148513.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,sup_5millions,270.0,153.904835625,sup_15j,sup_30
4687,179096.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,sup_5millions,182.0,295.1351203009259,sup_15j,sup_30
4688,143762.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,sup_200,1_5millions,31.0,124.89919376157407,sup_15j,sup_30
4689,144788.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,sup_5millions,334.0,132.05397686342593,sup_15j,sup_30
4691,160251.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,sup_200,1_5millions,20.0,212.8673684722222,sup_15j,15_30
4692,179844.0,submitted / matched,matched,GB,London,london,1.0,3.0,100_200,sup_5millions,182.0,301.1320516319444,sup_15j,sup_30
4694,140289.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,10k_50k,6.0,7.870370370370371e-07,less_10s,5_7
4695,148824.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,50k_100k,6.0,52.27883806712963,sup_15j,5_7
4696,140415.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,1.0,0.8816304398148148,1h_1j,inf_3
4697,135596.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,500k_1millions,20.0,7.75462962962963e-07,less_10s,15_30
4698,146861.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,11.0,8.101851851851852e-07,less_10s,10_15
4699,149896.0,declined,declined,GB,London,london,1.0,8.0,sup_200,200k_500k,1.0,1.7162585300925925,1j_3j,inf_3
4700,149908.0,submitted / declined / matched / declined,declined,GB,London,london,1.0,8.0,100_200,100k_200k,1.0,1.7138925,1j_3j,inf_3
4701,149898.0,declined,declined,GB,London,london,1.0,8.0,sup_200,200k_500k,1.0,1.7161698148148148,1j_3j,inf_3
4702,149894.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,1.0,1.714712349537037,1j_3j,inf_3
4703,149909.0,declined,declined,GB,London,london,1.0,8.0,100_200,200k_500k,1.0,1.7129366898148148,1j_3j,inf_3
4704,151743.0,declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,1.0,14.847810497685185,3j_15j,inf_3
4705,151744.0,declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,14.84774013888889,3j_15j,inf_3
4706,149906.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,100k_200k,1.0,1.716118912037037,1j_3j,inf_3
4707,149897.0,declined,declined,GB,London,london,1.0,8.0,100_200,200k_500k,1.0,1.716335775462963,1j_3j,inf_3
4708,149907.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,80_100,100k_200k,1.0,1.7145205787037037,1j_3j,inf_3
4709,149905.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,100k_200k,1.0,1.7156988310185186,1j_3j,inf_3
4710,149895.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,1.0,1.7163930208333333,1j_3j,inf_3
4711,153179.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,500k_1millions,4.0,1.0879629629629629e-06,less_10s,3_5
4712,154549.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,457.0,1.7592592592592592e-06,less_10s,sup_30
4713,154548.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,sup_5millions,365.0,9.259259259259259e-07,less_10s,sup_30
4716,139626.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,12.0,3.040999560185185,3j_15j,10_15
4719,155506.0,declined,declined,GB,London,london,1.0,8.0,sup_200,100k_200k,1.0,13.064914212962963,3j_15j,inf_3
4722,164622.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,6.0,1.5046296296296296e-06,less_10s,5_7
4723,164676.0,declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,29.0,0.15876643518518518,1h_1j,15_30
4724,164621.0,submitted / declined,declined,GB,London ,london,1.0,3.0,100_200,200k_500k,11.0,9.143518518518518e-07,less_10s,10_15
4725,165895.0,submitted / matched / declined,declined,GB,London ,london,1.0,3.0,80_100,100k_200k,6.0,3.7912900231481483,3j_15j,5_7
4726,127670.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,1_5millions,1.0,6.481481481481481e-07,less_10s,inf_3
4727,130319.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,1_5millions,1.0,13.578077638888889,3j_15j,inf_3
4730,171130.0,declined,declined,GB,London,london,1.0,2.0,inf_20,200k_500k,30.0,5.135914340277778,3j_15j,15_30
4731,172617.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,500k_1millions,19.0,7.922826701388889,3j_15j,15_30
4732,175115.0,declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,15.0,74.9839967824074,sup_15j,15_30
4733,172552.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,15.0,7.185571481481482,3j_15j,15_30
4734,171131.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,27.0,4.229905358796296,3j_15j,15_30
4735,175116.0,declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,15.0,74.98368704861112,sup_15j,15_30
4736,172618.0,submitted / matched / declined / declined,declined,GB,London,london,1.0,3.0,80_100,1_5millions,27.0,7.922840555555555,3j_15j,15_30
4737,172569.0,declined,declined,GB, London ,london,1.0,3.0,20_40,100k_200k,15.0,74.98459186342592,sup_15j,15_30
4738,172570.0,declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,74.98440430555556,sup_15j,10_15
4739,175114.0,declined,declined,GB,London,london,1.0,3.0,80_100,500k_1millions,15.0,74.98407766203704,sup_15j,15_30
4740,171129.0,declined,declined,GB, London ,london,1.0,3.0,60_80,1_5millions,61.0,5.135801990740741,3j_15j,sup_30
4741,172619.0,declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,24.0,74.9843122337963,sup_15j,15_30
4742,172571.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,15.0,7.9071740046296295,3j_15j,15_30
4743,175113.0,declined,declined,GB,London ,london,1.0,3.0,80_100,100k_200k,15.0,74.98423563657407,sup_15j,15_30
4744,173061.0,submitted / matched / declined,declined,GB, London ,london,1.0,3.0,20_40,500k_1millions,15.0,12.22695369212963,3j_15j,15_30
4745,176327.0,declined,declined,GB,London ,london,1.0,3.0,80_100,200k_500k,15.0,74.98353413194444,sup_15j,15_30
4746,177534.0,submitted / declined,declined,GB,Bristol,bristol,0.0,3.0,sup_200,200k_500k,41.0,2.4189814814814816e-06,less_10s,sup_30
4748,122206.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,7.0,0.009768831018518519,10s_1h,7_10
4749,122263.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,28.0,0.0931792361111111,1h_1j,15_30
4750,122525.0,submitted / declined,declined,GB,London,london,1.0,6.0,100_200,100k_200k,9.0,1.0220091666666666,1j_3j,7_10
4751,122203.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,7.0,1.2037037037037037e-06,less_10s,7_10
4752,122230.0,submitted,submitted,GB,London,london,1.0,3.0,20_40,100k_200k,7.0,0.04490854166666667,1h_1j,7_10
4753,122225.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,0.03935497685185185,10s_1h,10_15
4754,133793.0,submitted,submitted,GB,London,london,1.0,5.0,inf_20,inf_10k,6.0,2.5925925925925925e-06,less_10s,5_7
4755,167775.0,declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,0.8459154861111111,1h_1j,5_7
4756,168642.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,4.0,5.758244861111111,3j_15j,3_5
4757,167679.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,2.0,1.9560185185185185e-06,less_10s,inf_3
4758,167774.0,declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,6.0,0.8459770138888889,1h_1j,5_7
4759,167767.0,declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,0.8015862037037037,1h_1j,5_7
4760,168440.0,declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,4.0,56.038617349537034,sup_15j,3_5
4761,168643.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,4.0,5.758294537037037,3j_15j,3_5
4762,167768.0,declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,0.8016499768518518,1h_1j,5_7
4763,168441.0,declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,56.03910350694444,sup_15j,5_7
4764,167798.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,200k_500k,6.0,4.0406142939814815,3j_15j,5_7
4765,175579.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,1.9444444444444444e-06,less_10s,5_7
4766,170699.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,7.0,40_60,50k_100k,2.0,0.019981458333333334,10s_1h,inf_3
4767,170702.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,2.0,0.021727800925925925,10s_1h,inf_3
4768,170697.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,2.0,1.6666666666666667e-06,less_10s,inf_3
4769,170718.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,50k_100k,2.0,0.05211571759259259,1h_1j,inf_3
4770,170719.0,submitted,submitted,FR,Paris,paris,1.0,3.0,40_60,50k_100k,2.0,0.050395034722222225,1h_1j,inf_3
4771,170717.0,declined,declined,FR,Paris,paris,1.0,3.0,20_40,50k_100k,2.0,0.052593587962962964,1h_1j,inf_3
4772,170716.0,submitted / matched / booked,booked,FR,Paris,paris,1.0,3.0,20_40,100k_200k,2.0,0.052240231481481485,1h_1j,inf_3
4773,170721.0,submitted,submitted,FR,Paris,paris,1.0,3.0,20_40,100k_200k,2.0,0.051320185185185184,1h_1j,inf_3
4774,170715.0,declined,declined,FR,Paris,paris,1.0,8.0,40_60,100k_200k,2.0,0.05203971064814815,1h_1j,inf_3
4776,126322.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,sup_200,200k_500k,2.0,21.817641770833333,sup_15j,inf_3
4778,144619.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,sup_5millions,363.0,33.15362615740741,sup_15j,sup_30
4779,144622.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,sup_5millions,364.0,33.15307760416667,sup_15j,sup_30
4780,144620.0,declined,declined,FR,Paris,paris,1.0,3.0,sup_200,sup_5millions,363.0,33.15342155092593,sup_15j,sup_30
4781,144621.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,sup_5millions,363.0,33.15318775462963,sup_15j,sup_30
4785,161383.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,6.0,1.099537037037037e-06,less_10s,5_7
4788,145535.0,submitted / matched / booked,booked,US,Brooklyn,brooklyn,0.0,4.0,inf_20,10k_50k,1.0,0.0019383217592592592,10s_1h,inf_3
4789,165272.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,80_100,100k_200k,2.0,11.238274074074074,3j_15j,inf_3
4790,162401.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,50k_100k,2.0,2.6041666666666666e-06,less_10s,inf_3
4791,165273.0,submitted / submitted / matched / matched / booked,booked,FR,Paris,paris,1.0,3.0,20_40,100k_200k,4.0,11.23827474537037,3j_15j,3_5
4792,114119.0,submitted / declined,declined,GB,York,york,0.0,4.0,inf_20,10k_50k,3.0,1.5277777777777778e-06,less_10s,3_5
4793,157958.0,declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,1.0,0.26633261574074074,1h_1j,inf_3
4794,157888.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,sup_200,200k_500k,1.0,0.0016036574074074074,10s_1h,inf_3
4795,157885.0,submitted / declined / matched / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,1.0,1.226851851851852e-06,less_10s,inf_3
4796,158276.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,1.0,3.1661858912037038,3j_15j,inf_3
4797,157959.0,declined,declined,GB,London,london,1.0,8.0,sup_200,500k_1millions,1.0,0.26611435185185184,1h_1j,inf_3
4798,158253.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,1.0,3.1036164699074074,3j_15j,inf_3
4799,157886.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,1.0,0.001060636574074074,10s_1h,inf_3
4800,158275.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,1.0,3.166136400462963,3j_15j,inf_3
4801,157887.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,1_5millions,1.0,0.001362662037037037,10s_1h,inf_3
4802,158254.0,submitted / declined / declined,declined,GB,London,london,1.0,8.0,sup_200,500k_1millions,1.0,3.1034889467592595,3j_15j,inf_3
4803,174601.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,156.99672028935186,sup_15j,7_10
4804,167795.0,declined,declined,FR,Paris,paris,1.0,3.0,80_100,1_5millions,59.0,154.22503351851853,sup_15j,sup_30
4805,167793.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,59.0,156.85943858796296,sup_15j,sup_30
4806,174786.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,8.0,157.82936236111112,sup_15j,7_10
4807,167791.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,sup_5millions,59.0,156.85913605324075,sup_15j,sup_30
4808,167794.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,59.0,156.85963074074073,sup_15j,sup_30
4809,142503.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,9.0,4.126983483796296,3j_15j,7_10
4810,142505.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,8.0,0.0443421875,1h_1j,7_10
4811,174599.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,8.0,156.8691051851852,sup_15j,7_10
4812,142510.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,80_100,200k_500k,8.0,0.04442527777777778,1h_1j,7_10
4813,167796.0,declined,declined,FR,Paris,paris,1.0,3.0,80_100,1_5millions,59.0,156.8595395949074,sup_15j,sup_30
4814,167792.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,59.0,156.85934016203703,sup_15j,sup_30
4815,174600.0,declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,7.0,156.99686912037038,sup_15j,7_10
4816,174785.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,8.0,158.00604832175927,sup_15j,7_10
4817,136605.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,40.0,1.0300925925925926e-06,less_10s,sup_30
4818,159374.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,34.0,1.1574074074074074e-06,less_10s,sup_30
