,booking_request_id,to_state,ending_stage,idea_id,space_id,country,city,portfolio_type,floor_size,floor_size_unit,floor_size_cat,price,price_category,time_booked,time_after_creation,after_creation,times_booked_cat
17,139339.0,submitted / declined,declined,15,3713.0,FR,Paris,3.0,55.0,1.0,40_60,454860.0,200k_500k,11.0,0.010735717592592592,10s_1h,10_15
18,139337.0,submitted / declined,declined,15,4866.0,FR,Paris,3.0,10.0,1.0,inf_20,150000.0,100k_200k,6.0,9.375e-07,less_10s,5_7
23,147553.0,submitted / declined,declined,21,3545.0,US,New York,2.0,8000.0,0.0,sup_200,7500000.0,sup_5millions,5.0,1.1805555555555556e-06,less_10s,5_7
24,147630.0,submitted / matched / booked,booked,21,3972.0,US,New York,3.0,5300.0,0.0,sup_200,4117645.0,1_5millions,6.0,0.37182186342592594,1h_1j,5_7
25,147554.0,submitted / declined,declined,21,4487.0,US,New York,3.0,3766.0,0.0,sup_200,1500000.0,1_5millions,6.0,2.638888888888889e-06,less_10s,5_7
26,147620.0,submitted,submitted,21,4487.0,US,New York,3.0,3766.0,0.0,sup_200,1500000.0,1_5millions,6.0,0.14460993055555554,1h_1j,5_7
27,155558.0,submitted / declined,declined,22,481.0,GB,London,3.0,1178.0,0.0,100_200,406800.0,200k_500k,13.0,2.453703703703704e-06,less_10s,10_15
28,155559.0,submitted / declined,declined,22,2689.0,GB,London,3.0,500.0,0.0,40_60,197820.0,100k_200k,10.0,3.5300925925925924e-06,less_10s,10_15
29,155557.0,submitted / declined,declined,22,5716.0,GB,London,3.0,440.0,0.0,40_60,392500.0,200k_500k,10.0,1.1342592592592592e-06,less_10s,10_15
30,140950.0,submitted / matched / declined,declined,25,3012.0,US,New York,3.0,255.0,0.0,20_40,385000.0,200k_500k,4.0,1.7361111111111112e-06,less_10s,3_5
31,140949.0,submitted / declined,declined,25,4426.0,US,New York City,3.0,440.0,0.0,40_60,470000.0,200k_500k,6.0,9.143518518518518e-07,less_10s,5_7
32,141393.0,submitted / declined,declined,25,5243.0,US,New York,3.0,350.0,0.0,20_40,470000.0,200k_500k,6.0,2.0254880671296296,1j_3j,5_7
33,140951.0,submitted / matched / declined,declined,25,5528.0,US,New York,3.0,400.0,0.0,20_40,498750.0,200k_500k,7.0,2.5578703703703702e-06,less_10s,7_10
34,141081.0,submitted / declined,declined,29,3821.0,FR,Paris,3.0,46.0,1.0,40_60,247500.0,100k_200k,20.0,0.9078339930555556,1h_1j,15_30
35,140895.0,submitted / declined,declined,29,4062.0,FR,Paris,3.0,50.0,1.0,40_60,297000.0,100k_200k,20.0,0.020238576388888888,10s_1h,15_30
36,141082.0,submitted / declined,declined,29,4706.0,FR,Paris,3.0,28.0,1.0,20_40,360000.0,200k_500k,20.0,0.9078348842592593,1h_1j,15_30
37,141167.0,submitted / declined,declined,29,5120.0,FR,Paris,3.0,25.0,1.0,20_40,336000.0,200k_500k,20.0,1.043876388888889,1j_3j,15_30
38,140873.0,submitted / declined,declined,29,5967.0,FR,Paris,3.0,24.0,1.0,20_40,207000.0,100k_200k,20.0,6.944444444444445e-07,less_10s,15_30
39,146438.0,submitted / submitted / declined,declined,30,3574.0,GB,London,8.0,600.0,0.0,40_60,57140.0,50k_100k,3.0,1.1226851851851851e-06,less_10s,3_5
40,146660.0,declined,declined,30,3826.0,GB,London,8.0,1600.0,0.0,100_200,210000.0,100k_200k,2.0,9.051767997685186,3j_15j,inf_3
41,146659.0,declined,declined,30,5901.0,GB,London,8.0,900.0,0.0,80_100,75000.0,50k_100k,2.0,9.051875104166667,3j_15j,inf_3
42,146661.0,declined,declined,30,6192.0,GB,London,3.0,280.0,0.0,20_40,54000.0,50k_100k,2.0,9.051532719907408,3j_15j,inf_3
43,146658.0,declined,declined,30,6268.0,GB,London,7.0,2800.0,0.0,sup_200,150000.0,100k_200k,2.0,9.051446585648149,3j_15j,inf_3
51,132290.0,submitted / declined,declined,36,166.0,GB,London,8.0,1776.0,0.0,100_200,1048800.0,1_5millions,7.0,9.872685185185185e-06,less_10s,7_10
52,132291.0,submitted / declined,declined,36,212.0,GB,London,8.0,1200.0,0.0,100_200,472000.0,200k_500k,7.0,1.0706018518518518e-05,less_10s,7_10
53,132287.0,submitted / declined,declined,36,960.0,GB,London,8.0,958.0,0.0,80_100,2850000.0,1_5millions,7.0,7.430555555555556e-06,less_10s,7_10
54,132285.0,submitted / declined,declined,36,2073.0,GB,London,8.0,1800.0,0.0,100_200,1140000.0,1_5millions,7.0,5.798611111111111e-06,less_10s,7_10
55,132283.0,submitted / declined,declined,36,2551.0,GB,London,3.0,500.0,0.0,40_60,4928410.0,1_5millions,98.0,4.212962962962963e-06,less_10s,sup_30
56,132284.0,submitted / declined,declined,36,2796.0,GB,London,3.0,1600.0,0.0,100_200,96900.0,50k_100k,7.0,5.011574074074074e-06,less_10s,7_10
57,132293.0,submitted / declined,declined,36,3178.0,GB,London,3.0,700.0,0.0,60_80,193800.0,100k_200k,7.0,1.2349537037037038e-05,less_10s,7_10
58,132288.0,submitted / declined,declined,36,3294.0,GB,London,3.0,2100.0,0.0,100_200,684000.0,500k_1millions,7.0,8.252314814814815e-06,less_10s,7_10
59,132636.0,submitted / declined,declined,36,3294.0,GB,London,3.0,2100.0,0.0,100_200,684000.0,500k_1millions,7.0,2.6797841435185186,1j_3j,7_10
60,132282.0,submitted / declined,declined,36,4625.0,GB,London,8.0,2000.0,0.0,100_200,965580.0,500k_1millions,7.0,3.402777777777778e-06,less_10s,7_10
61,132279.0,submitted / declined,declined,36,4723.0,GB,London,8.0,800.0,0.0,60_80,331968.0,200k_500k,7.0,9.259259259259259e-07,less_10s,7_10
62,132286.0,submitted / declined,declined,36,4961.0,GB,London,8.0,1000.0,0.0,80_100,800000.0,500k_1millions,7.0,6.62037037037037e-06,less_10s,7_10
63,132292.0,submitted / declined,declined,36,5507.0,GB,London,3.0,780.0,0.0,60_80,310300.0,200k_500k,14.0,1.1527777777777777e-05,less_10s,10_15
64,132280.0,submitted / declined,declined,36,5594.0,GB,London,8.0,3944.0,0.0,sup_200,4668300.0,1_5millions,7.0,1.7361111111111112e-06,less_10s,7_10
65,132641.0,submitted / matched / declined,declined,36,5594.0,GB,London,8.0,3944.0,0.0,sup_200,4668300.0,1_5millions,7.0,2.1877553587962963,1j_3j,7_10
66,132281.0,submitted / declined,declined,36,5803.0,GB,London,3.0,500.0,0.0,40_60,214000.0,100k_200k,14.0,2.5578703703703702e-06,less_10s,10_15
67,132289.0,submitted / declined,declined,36,5926.0,GB,London ,3.0,1500.0,0.0,100_200,620600.0,500k_1millions,14.0,9.074074074074074e-06,less_10s,10_15
69,123163.0,submitted / matched / declined,declined,38,762.0,GB,Leicester,6.0,728.0,0.0,60_80,526716.0,500k_1millions,42.0,1.0532407407407408e-06,less_10s,sup_30
70,137480.0,submitted / matched / declined,declined,39,4269.0,GB,Liverpool,1.0,300.0,0.0,20_40,71562.0,50k_100k,15.0,4.224491215277777,3j_15j,15_30
71,162748.0,submitted / declined,declined,40,1374.0,FR,Paris,8.0,200.0,1.0,100_200,600000.0,500k_1millions,3.0,4.155092592592592e-06,less_10s,3_5
72,162746.0,submitted / declined,declined,40,2332.0,FR,Paris,3.0,100.0,1.0,100_200,380000.0,200k_500k,3.0,2.1875e-06,less_10s,3_5
73,162747.0,submitted / declined,declined,40,5670.0,FR,Paris,8.0,175.0,1.0,100_200,1180000.0,1_5millions,3.0,3.1944444444444443e-06,less_10s,3_5
74,162749.0,submitted / declined,declined,40,5876.0,FR,Paris,3.0,250.0,1.0,sup_200,580000.0,500k_1millions,3.0,5.150462962962963e-06,less_10s,3_5
75,154227.0,submitted / declined,declined,44,2938.0,FR,Bordeaux,3.0,35.0,1.0,20_40,54000.0,50k_100k,2.0,0.0018452199074074074,10s_1h,inf_3
76,154226.0,submitted / matched / declined,declined,44,4353.0,FR,Bordeaux,3.0,65.0,1.0,60_80,135000.0,100k_200k,2.0,1.1574074074074074e-06,less_10s,inf_3
77,154228.0,submitted / declined,declined,44,4502.0,FR,Bordeaux,3.0,145.0,1.0,100_200,150000.0,100k_200k,2.0,0.003082962962962963,10s_1h,inf_3
78,116357.0,submitted / declined,declined,45,4487.0,US,New York,3.0,3766.0,0.0,sup_200,5500000.0,sup_5millions,29.0,2.1261574074074073e-05,less_10s,15_30
79,114596.0,submitted / matched / declined,declined,46,368.0,GB,London,2.0,594.0,0.0,40_60,175000.0,100k_200k,6.0,15.781737638888888,sup_15j,5_7
80,114599.0,submitted / declined,declined,46,1553.0,GB,London,3.0,2224.0,0.0,100_200,400000.0,200k_500k,6.0,15.781688356481482,sup_15j,5_7
81,114598.0,submitted / declined / submitted / declined,declined,46,5149.0,GB,London,3.0,1000.0,0.0,80_100,500000.0,500k_1millions,6.0,20.862976261574072,sup_15j,5_7
82,149815.0,declined,declined,47,4426.0,US,New York City,3.0,440.0,0.0,40_60,470000.0,200k_500k,6.0,5.145947962962963,3j_15j,5_7
83,149816.0,declined,declined,47,5243.0,US,New York,3.0,350.0,0.0,20_40,470000.0,200k_500k,6.0,5.145854456018519,3j_15j,5_7
88,126277.0,submitted / submitted / declined / matched / declined,declined,49,823.0,GB,London,8.0,1000.0,0.0,80_100,400000.0,200k_500k,1.0,3.0439814814814815e-06,less_10s,inf_3
89,126276.0,submitted / submitted / declined / matched / declined,declined,49,2643.0,GB,London,8.0,1800.0,0.0,100_200,400000.0,200k_500k,1.0,2.2569444444444443e-06,less_10s,inf_3
90,126637.0,submitted / declined,declined,49,3801.0,GB,London,8.0,3200.0,0.0,sup_200,60000.0,50k_100k,1.0,1.8452350810185185,1j_3j,inf_3
91,126275.0,submitted / declined,declined,49,4528.0,GB,London,8.0,1500.0,0.0,100_200,84000.0,50k_100k,6.0,1.0648148148148149e-06,less_10s,5_7
92,126632.0,submitted / declined,declined,49,4528.0,GB,London,8.0,1500.0,0.0,100_200,84000.0,50k_100k,6.0,1.8371669560185184,1j_3j,5_7
95,164523.0,submitted / matched / declined / matched / booked,booked,52,3265.0,GB,London,4.0,300.0,0.0,20_40,64000.0,50k_100k,7.0,1.4699074074074074e-06,less_10s,7_10
101,120723.0,submitted / declined,declined,58,2782.0,GB,London,3.0,312.0,0.0,20_40,1376640.0,1_5millions,214.0,4.2551784259259255,3j_15j,sup_30
102,120054.0,submitted / declined,declined,58,5523.0,GB,London ,3.0,300.0,0.0,20_40,1552314.0,1_5millions,187.0,1.0532407407407408e-06,less_10s,sup_30
103,129384.0,submitted / declined,declined,59,5730.0,FR,Cannes,3.0,105.0,1.0,100_200,342000.0,200k_500k,7.0,1.1921296296296297e-06,less_10s,7_10
104,140779.0,submitted / declined / matched / booked,booked,61,5620.0,US,New York,3.0,1000.0,0.0,80_100,280000.0,100k_200k,1.0,1.4814814814814815e-06,less_10s,inf_3
105,162764.0,submitted / declined,declined,61,6385.0,US,New York,3.0,339.0,0.0,20_40,100000.0,100k_200k,1.0,118.31526833333334,sup_15j,inf_3
108,146431.0,submitted / submitted / matched / declined,declined,62,6293.0,GB,London,8.0,900.0,0.0,80_100,90000.0,50k_100k,1.0,8.912037037037037e-07,less_10s,inf_3
112,158362.0,declined,declined,64,735.0,GB,London,8.0,1250.0,0.0,100_200,800000.0,500k_1millions,7.0,185.01947135416665,sup_15j,7_10
113,130374.0,submitted / declined,declined,64,3988.0,GB,London,8.0,400.0,0.0,20_40,105000.0,100k_200k,5.0,16.820944548611113,sup_15j,5_7
114,158363.0,declined,declined,64,3988.0,GB,London,8.0,400.0,0.0,20_40,57000.0,50k_100k,7.0,185.01931552083335,sup_15j,7_10
115,130376.0,submitted / matched / declined,declined,64,4336.0,GB,London,8.0,853.0,0.0,60_80,111000.0,100k_200k,5.0,16.820945659722224,sup_15j,5_7
116,126977.0,submitted / matched / declined,declined,64,5796.0,GB,London,3.0,1100.0,0.0,80_100,136938.0,100k_200k,5.0,0.013845462962962962,10s_1h,5_7
117,130375.0,submitted / declined,declined,64,5796.0,GB,London,3.0,1100.0,0.0,80_100,136938.0,100k_200k,5.0,16.820945138888888,sup_15j,5_7
118,158329.0,submitted / declined,declined,64,6269.0,GB,London,1.0,1000.0,0.0,80_100,558260.0,500k_1millions,30.0,174.92656532407406,sup_15j,15_30
119,117240.0,submitted / declined,declined,65,1835.0,FR,Paris,8.0,64.0,1.0,60_80,200000.0,100k_200k,3.0,1.9328703703703703e-06,less_10s,3_5
122,177767.0,submitted / declined,declined,67,5167.0,US,New York,3.0,2100.0,0.0,100_200,31719812.0,sup_5millions,365.0,7.847721076388889,3j_15j,sup_30
123,177766.0,submitted / declined,declined,67,5311.0,US,New York,3.0,3200.0,0.0,sup_200,43232600.0,sup_5millions,366.0,7.844614305555556,3j_15j,sup_30
124,179101.0,submitted / declined,declined,67,6494.0,US,New York,8.0,1800.0,0.0,100_200,24466666.0,sup_5millions,366.0,7.842921076388889,3j_15j,sup_30
126,127095.0,submitted / declined,declined,71,2043.0,GB,London,6.0,300.0,0.0,20_40,12285000.0,sup_5millions,1910.0,7.291666666666666e-07,less_10s,sup_30
127,154965.0,submitted / declined,declined,72,6265.0,GB,London,3.0,700.0,0.0,60_80,9135000.0,sup_5millions,182.0,1.1574074074074074e-06,less_10s,sup_30
128,161683.0,submitted / declined,declined,75,3611.0,GB,London,3.0,870.0,0.0,60_80,286000.0,100k_200k,6.0,10.02374732638889,3j_15j,5_7
129,160236.0,submitted / declined,declined,75,3612.0,GB,London,3.0,1492.0,0.0,100_200,114000.0,100k_200k,7.0,1.226851851851852e-06,less_10s,7_10
130,160621.0,submitted / declined,declined,75,3612.0,GB,London,3.0,1492.0,0.0,100_200,114000.0,100k_200k,7.0,2.969433298611111,1j_3j,7_10
131,160620.0,submitted / matched / declined,declined,75,5147.0,GB,London,3.0,460.0,0.0,40_60,116100.0,100k_200k,8.0,2.96767712962963,1j_3j,7_10
132,160237.0,submitted / declined,declined,75,6127.0,GB,London,3.0,500.0,0.0,40_60,143640.0,100k_200k,7.0,2.233796296296296e-06,less_10s,7_10
133,147466.0,submitted / matched / declined,declined,77,3735.0,US,Brooklyn,7.0,50000.0,0.0,sup_200,11869200.0,sup_5millions,10.0,1.2847222222222222e-06,less_10s,10_15
135,133893.0,submitted / declined,declined,80,1553.0,GB,London,3.0,2224.0,0.0,100_200,800000.0,500k_1millions,13.0,1.1226851851851851e-06,less_10s,10_15
136,125729.0,submitted / declined,declined,81,200.0,GB,London,8.0,1780.0,0.0,100_200,1180000.0,1_5millions,3.0,73.8739810300926,sup_15j,3_5
137,123296.0,submitted / declined,declined,81,212.0,GB,London,8.0,1200.0,0.0,100_200,295000.0,100k_200k,4.0,65.96576716435185,sup_15j,3_5
138,125728.0,submitted / matched / declined,declined,81,1312.0,GB,London,8.0,900.0,0.0,80_100,196000.0,100k_200k,3.0,73.8732733449074,sup_15j,3_5
139,113109.0,submitted / matched / declined,declined,81,2298.0,GB,London,3.0,458.0,0.0,40_60,486000.0,200k_500k,16.0,9.921710138888889,3j_15j,15_30
140,113110.0,submitted / declined,declined,81,3464.0,GB,London,3.0,2500.0,0.0,sup_200,680400.0,500k_1millions,16.0,9.922190069444444,3j_15j,15_30
141,123294.0,submitted / declined,declined,81,3488.0,GB,London,8.0,1000.0,0.0,80_100,500000.0,500k_1millions,4.0,65.96141851851851,sup_15j,3_5
142,111692.0,submitted / matched / declined,declined,81,4417.0,GB,London,8.0,1000.0,0.0,80_100,680400.0,500k_1millions,16.0,3.0555555555555556e-06,less_10s,15_30
143,123298.0,submitted / declined,declined,81,4716.0,GB,London,7.0,750.0,0.0,60_80,172800.0,100k_200k,5.0,65.97825890046296,sup_15j,5_7
144,123297.0,submitted / declined,declined,81,4723.0,GB,London,8.0,800.0,0.0,60_80,477000.0,200k_500k,5.0,65.97102527777778,sup_15j,5_7
145,111691.0,submitted / declined,declined,81,5040.0,GB,London,8.0,1500.0,0.0,100_200,850500.0,500k_1millions,16.0,2.3032407407407407e-06,less_10s,15_30
146,125718.0,submitted / matched / declined / matched / booked,booked,81,5088.0,GB,London,3.0,400.0,0.0,20_40,672600.0,500k_1millions,7.0,73.86312829861112,sup_15j,7_10
147,111690.0,submitted / declined,declined,81,5149.0,GB,London,3.0,1000.0,0.0,80_100,1215000.0,1_5millions,16.0,1.5277777777777778e-06,less_10s,15_30
148,125827.0,submitted / declined / submitted / declined,declined,81,5149.0,GB,London,3.0,1000.0,0.0,80_100,1000000.0,1_5millions,13.0,74.01591916666666,sup_15j,10_15
149,118308.0,declined,declined,82,335.0,GB,London,3.0,1190.0,0.0,100_200,2860000.0,1_5millions,364.0,73.79857679398148,sup_15j,sup_30
150,118309.0,declined,declined,82,1872.0,GB,London,3.0,250.0,0.0,20_40,5474700.0,sup_5millions,364.0,25.830806898148147,sup_15j,sup_30
151,125705.0,submitted / matched / declined,declined,82,3090.0,GB,London,3.0,350.0,0.0,20_40,3057500.0,1_5millions,366.0,47.11239115740741,sup_15j,sup_30
152,116182.0,declined,declined,82,3275.0,GB,London,3.0,500.0,0.0,40_60,3164200.0,1_5millions,364.0,1.0253869560185185,1j_3j,sup_30
153,118307.0,submitted / declined,declined,82,3510.0,GB,London,3.0,640.0,0.0,40_60,2644079.0,1_5millions,364.0,12.972394016203705,3j_15j,sup_30
154,116184.0,declined / submitted / declined,declined,82,4768.0,GB,London,3.0,700.0,0.0,60_80,3360000.0,1_5millions,364.0,11.118301631944444,3j_15j,sup_30
155,119213.0,submitted / matched / declined,declined,82,4846.0,GB,London,3.0,800.0,0.0,60_80,2300000.0,1_5millions,179.0,18.011490949074073,sup_15j,sup_30
156,119281.0,submitted / matched / declined,declined,82,5066.0,GB,London ,5.0,600.0,0.0,40_60,6935000.0,sup_5millions,364.0,18.07908482638889,sup_15j,sup_30
157,116183.0,declined,declined,82,5162.0,GB,London,3.0,560.0,0.0,40_60,2737500.0,1_5millions,364.0,10.887483310185186,3j_15j,sup_30
158,125209.0,submitted / matched / declined,declined,82,5454.0,GB,London,7.0,320.0,0.0,20_40,2712000.0,1_5millions,364.0,43.08667420138889,sup_15j,sup_30
159,122429.0,submitted / matched / declined,declined,82,5655.0,GB,London,3.0,1000.0,0.0,80_100,3350000.0,1_5millions,364.0,33.87844892361111,sup_15j,sup_30
160,180012.0,declined,declined,83,3668.0,FR,Paris,3.0,60.0,1.0,60_80,436500.0,200k_500k,6.0,33.188705856481484,sup_15j,5_7
161,178138.0,submitted / declined,declined,83,4689.0,FR,Paris,3.0,35.0,1.0,20_40,340000.0,200k_500k,3.0,2.1296296296296298e-06,less_10s,3_5
162,178202.0,submitted / matched / declined,declined,83,6247.0,FR,Paris,3.0,25.0,1.0,20_40,300000.0,200k_500k,5.0,0.2425188425925926,1h_1j,5_7
163,178201.0,declined,declined,83,6795.0,FR,Paris,8.0,50.0,1.0,40_60,612480.0,500k_1millions,6.0,33.18878574074074,sup_15j,5_7
164,178200.0,declined,declined,83,6847.0,FR,Paris,8.0,55.0,1.0,40_60,635532.0,500k_1millions,6.0,33.188880347222224,sup_15j,5_7
165,178267.0,submitted / declined,declined,84,3449.0,FR,Lyon,3.0,120.0,1.0,100_200,173200.0,100k_200k,1.0,1.6782407407407408e-06,less_10s,inf_3
167,149417.0,submitted / matched / declined,declined,90,3591.0,GB,Manchester,8.0,20000.0,0.0,sup_200,172700.0,100k_200k,10.0,1.0300925925925926e-06,less_10s,10_15
170,153461.0,submitted / declined,declined,97,5327.0,US,New York,3.0,800.0,0.0,60_80,100000.0,100k_200k,1.0,0.00975769675925926,10s_1h,inf_3
171,111532.0,submitted / declined,declined,98,2201.0,GB,London,8.0,700.0,0.0,60_80,75000.0,50k_100k,2.0,1.4930555555555555e-06,less_10s,inf_3
172,111534.0,submitted / declined,declined,98,4411.0,GB,London,8.0,950.0,0.0,80_100,150000.0,100k_200k,2.0,0.0070587152777777775,10s_1h,inf_3
173,146671.0,submitted,submitted,100,6077.0,US,New York,5.0,200.0,0.0,inf_20,100000.0,100k_200k,4.0,9.722222222222222e-07,less_10s,3_5
179,175721.0,submitted / declined,declined,102,1961.0,GB,Birmingham,6.0,200.0,0.0,inf_20,129990.0,100k_200k,13.0,1.388888888888889e-06,less_10s,10_15
180,128261.0,submitted / declined,declined,103,470.0,GB,Liverpool,3.0,1409.0,0.0,100_200,1746000.0,1_5millions,261.0,7.175925925925925e-07,less_10s,sup_30
181,118114.0,submitted,submitted,107,2940.0,FR,Paris,3.0,60.0,1.0,60_80,566500.0,500k_1millions,30.0,1.7708333333333332e-06,less_10s,15_30
182,165621.0,submitted / matched / declined,declined,110,1368.0,FR,Paris,8.0,175.0,1.0,100_200,840000.0,500k_1millions,6.0,9.162886261574075,3j_15j,5_7
183,165620.0,submitted / matched / declined,declined,110,1704.0,FR,Paris,8.0,160.0,1.0,100_200,552000.0,500k_1millions,6.0,9.162934351851852,3j_15j,5_7
184,162986.0,declined,declined,110,1931.0,FR,Paris,8.0,200.0,1.0,100_200,504000.0,500k_1millions,6.0,8.89127332175926,3j_15j,5_7
185,163332.0,declined,declined,110,3033.0,FR,Paris,7.0,300.0,1.0,sup_200,1000000.0,1_5millions,6.0,8.890663715277778,3j_15j,5_7
186,162987.0,declined,declined,110,5412.0,FR,Paris,8.0,200.0,1.0,100_200,750000.0,500k_1millions,6.0,8.890838148148148,3j_15j,5_7
187,165619.0,submitted / matched / declined,declined,110,5606.0,FR,Paris,3.0,200.0,1.0,100_200,830000.0,500k_1millions,6.0,9.162980949074074,3j_15j,5_7
188,165105.0,submitted / matched / declined,declined,110,5728.0,FR,Paris,3.0,230.0,1.0,sup_200,875356.0,500k_1millions,6.0,7.987640972222223,3j_15j,5_7
189,162988.0,declined,declined,110,6104.0,FR,Paris,8.0,150.0,1.0,100_200,590000.0,500k_1millions,6.0,8.89074943287037,3j_15j,5_7
190,163333.0,declined,declined,110,6649.0,FR,Paris,8.0,250.0,1.0,sup_200,2300000.0,1_5millions,6.0,8.890587268518518,3j_15j,5_7
192,112309.0,submitted / declined,declined,113,1610.0,FR,Paris,3.0,75.0,1.0,60_80,549500.0,500k_1millions,10.0,4.989100763888889,3j_15j,10_15
193,112385.0,submitted / declined,declined,113,1610.0,FR,Paris,3.0,75.0,1.0,60_80,549500.0,500k_1millions,10.0,5.1166733796296295,3j_15j,10_15
194,112314.0,submitted / declined,declined,113,2330.0,FR,Paris,3.0,28.0,1.0,20_40,369438.0,200k_500k,17.0,4.989104791666667,3j_15j,15_30
195,112381.0,submitted / declined,declined,113,2330.0,FR,Paris,3.0,28.0,1.0,20_40,287500.0,100k_200k,13.0,5.116670439814815,3j_15j,10_15
196,115354.0,submitted / declined / matched / booked,booked,113,2893.0,FR,Paris,3.0,53.0,1.0,40_60,545575.0,500k_1millions,10.0,24.963366678240742,sup_15j,10_15
197,116708.0,submitted / matched / declined,declined,113,3290.0,FR,Paris,3.0,60.0,1.0,60_80,314000.0,200k_500k,10.0,31.99909875,sup_15j,10_15
198,115353.0,submitted / matched / matched / declined,declined,113,3331.0,FR,Paris,3.0,60.0,1.0,60_80,749000.0,500k_1millions,14.0,24.963409247685185,sup_15j,10_15
199,112312.0,submitted / declined,declined,113,3353.0,FR,Paris,3.0,45.0,1.0,40_60,722200.0,500k_1millions,10.0,4.989103206018519,3j_15j,10_15
200,112384.0,submitted / declined,declined,113,3353.0,FR,Paris,3.0,45.0,1.0,40_60,722200.0,500k_1millions,10.0,5.116672638888889,3j_15j,10_15
201,112310.0,submitted / declined,declined,113,3622.0,FR,Paris,3.0,30.0,1.0,20_40,230790.0,100k_200k,10.0,4.989101469907407,3j_15j,10_15
202,112382.0,submitted / declined,declined,113,3622.0,FR,Paris,3.0,30.0,1.0,20_40,230790.0,100k_200k,10.0,5.116671157407407,3j_15j,10_15
203,119695.0,submitted / declined,declined,113,3622.0,FR,Paris,3.0,30.0,1.0,20_40,230790.0,100k_200k,10.0,46.97361831018519,sup_15j,10_15
204,112307.0,submitted / declined,declined,113,3625.0,FR,Paris,3.0,53.0,1.0,40_60,380000.0,200k_500k,13.0,4.989098981481481,3j_15j,10_15
205,112306.0,submitted / matched / matched / declined,declined,113,4052.0,FR,Paris,3.0,34.0,1.0,20_40,183690.0,100k_200k,10.0,4.989098148148148,3j_15j,10_15
206,112313.0,submitted / matched / declined,declined,113,4299.0,FR,Paris,3.0,50.0,1.0,40_60,824250.0,500k_1millions,10.0,4.989103993055555,3j_15j,10_15
207,112311.0,submitted / declined,declined,113,4367.0,FR,Paris,3.0,40.0,1.0,40_60,596600.0,500k_1millions,10.0,4.989102488425926,3j_15j,10_15
208,112383.0,submitted / declined,declined,113,4367.0,FR,Paris,3.0,40.0,1.0,40_60,596600.0,500k_1millions,10.0,5.116671909722222,3j_15j,10_15
209,115666.0,submitted / matched / declined,declined,113,4412.0,FR,Paris,3.0,38.0,1.0,20_40,447450.0,200k_500k,10.0,25.221830787037035,sup_15j,10_15
